Latitude,Longitude,Height,time_tag,RS PWV,IR PWV,name,datetime,dayofyear_hour_minute,year,month,day,hour,minute,day/night,season,mlp_modified_pwv,rf_modified_pwv
0.573515192,1.033234917,1491,A20190600900,10.55,16.49,Birjand,3/1/2019 9:00,86940,2019,3,1,9,0,day,Spring,12.08557368,15.68928259
0.527962099,0.994139542,1754,A20190600900,6.67,12.04,Kerman,3/1/2019 9:00,86940,2019,3,1,9,0,day,Spring,9.927847952,12.70860681
0.527962099,0.994139542,1754,A20190610940,1.85,4.12,Kerman,3/2/2019 9:40,88420,2019,3,2,9,40,day,Spring,4.158154134,4.565867359
0.546811655,0.849451747,22,A20190610945,14.78,9.73,Ahwaz,3/2/2019 9:45,88425,2019,3,2,9,45,day,Spring,12.15227095,9.88079892
0.622733477,0.896226571,1191,A20190610945,6.9,4.24,Tehran,3/2/2019 9:45,88425,2019,3,2,9,45,day,Spring,6.090442166,7.598353908
0.527962099,0.994139542,1754,A20190620845,3.44,3.61,Kerman,3/3/2019 8:45,89805,2019,3,3,8,45,day,Spring,3.711334377,4.505999643
0.573515192,1.033234917,1491,A20190620850,7.29,13.43,Birjand,3/3/2019 8:50,89810,2019,3,3,8,50,day,Spring,10.84268303,13.52097916
0.546811655,0.849451747,22,A20190621025,11.71,7.79,Ahwaz,3/3/2019 10:25,89905,2019,3,3,10,25,day,Spring,11.39856039,9.198285326
0.573515192,1.033234917,1491,A20190630930,7.39,6.71,Birjand,3/4/2019 9:30,91290,2019,3,4,9,30,day,Spring,6.110915262,6.712702974
0.527962099,0.994139542,1754,A20190630930,3.73,2.68,Kerman,3/4/2019 9:30,91290,2019,3,4,9,30,day,Spring,3.27381917,4.42866158
0.622733477,0.896226571,1191,A20190630930,6.39,5.59,Tehran,3/4/2019 9:30,91290,2019,3,4,9,30,day,Spring,6.72203149,8.820851188
0.527962099,0.994139542,1754,A20190641015,2.74,4.65,Kerman,3/5/2019 10:15,92775,2019,3,5,10,15,day,Spring,4.487771239,5.064356812
0.622733477,0.896226571,1191,A20190641015,7.49,4.71,Tehran,3/5/2019 10:15,92775,2019,3,5,10,15,day,Spring,6.387933795,8.213267318
0.573515192,1.033234917,1491,A20190650920,3.96,4.12,Birjand,3/6/2019 9:20,94160,2019,3,6,9,20,day,Spring,4.306466866,4.498448639
0.527962099,0.994139542,1754,A20190650920,4.89,2.83,Kerman,3/6/2019 9:20,94160,2019,3,6,9,20,day,Spring,3.248492252,4.382435698
0.546811655,0.849451747,22,A20190661000,9.59,8.84,Ahwaz,3/7/2019 10:00,95640,2019,3,7,10,0,day,Spring,11.97516144,9.832491904
0.573515192,1.033234917,1491,A20190670905,4.78,5.86,Birjand,3/8/2019 9:05,97025,2019,3,8,9,5,day,Spring,5.38301618,6.188816302
0.527962099,0.994139542,1754,A20190670905,6.6,5.32,Kerman,3/8/2019 9:05,97025,2019,3,8,9,5,day,Spring,4.696213862,5.595644814
0.546811655,0.849451747,22,A20190680950,12.86,11.77,Ahwaz,3/9/2019 9:50,98510,2019,3,9,9,50,day,Spring,13.49025765,11.66954163
